城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址
重庆,武陵山大裂谷,4 A,0,,60,重庆·重庆·涪陵区,"107.58417,29.508252",峡谷景观、山林景观、田园景观,False,重庆市涪陵区兴华东路10号
重庆,铜梁奇彩梦园,4 A,0,,56,重庆·重庆·铜梁县,"106.053473,29.801335",奇思妙想美山川，彩色人间艳阳天,False,重庆铜梁南城街道办事处黄门村12社（富家桥）
重庆,蚩尤九黎城,4 A,0,,52,重庆·重庆·彭水县,"108.314526,29.031209",神秘的苗族始祖蚩尤文化,False,重庆市彭水县乌江边
重庆,白帝城,4 A,3.9,,48,重庆·重庆·奉节县,"109.580814,31.049698",三国史上悲壮的一幕，刘备托孤之地,False,重庆市近郊奉节县瞿塘峡口长江北岸
重庆,贝迪颐园温泉旅游度假区,4 A,0,,48,重庆·重庆·九龙坡区,"106.370716,29.45659",温泉、网球、观光温室，喧嚣与宁静随意切换,False,重庆市九龙坡区白市驿农科大道288号
重庆,中国三峡博物馆,4 A,3.5,,42,重庆·重庆·渝中区,"106.557068,29.568364",三峡文明之仓,False,重庆市渝中区人民路236号
重庆,金刀峡,4 A,3.6,,42,重庆·重庆·北碚区,"106.629658,30.03717",一处保持着原始古老神奇的峡谷自然风景区,False,重庆市北碚区金刀峡镇小塘村1号
重庆,重庆科技馆,4 A,0,,38,重庆·重庆·江北区,"106.584957,29.577455",提高公民科学文化素养的基础科普设施,False,重庆市江北区江北城文星门街7号
重庆,万州大瀑布群景区,4 A,0,,36,重庆·重庆·万州区,"108.258905,30.660203",山青水秀，瀑宽洞奇，潭幽虹美，景观奇特,False,重庆市万州区甘宁镇甘宁河段
重庆,芙蓉洞,5 A,3.8,,34,重庆·重庆·武隆天坑地缝国家地质公园,"107.915411,29.226307",《中国国家地理》评出的中国第二美溶洞,False,重庆市武隆县江口镇芙蓉路88号
重庆,四面山,5 A,3.6,,144,重庆·重庆·江津区,"106.419045,28.653445",生机盎然，峡谷深山，森林莽莽,False,重庆市江津区四面山风景区
重庆,龙缸地质公园,5 A,3.5,,140,重庆·重庆·云阳县,"109.011659,30.672232",浓郁土家风情，长江三峡的香格里拉,False,重庆市云阳县清水镇
重庆,酉阳桃花源,5 A,3.6,,132,重庆·重庆·酉阳县,"108.770241,28.859621",桃花源--陶渊明笔下[桃花源记]原型地,False,重庆市酉阳县土家族苗族自治县桃花源路232号
重庆,统景温泉,4 A,3.5,,128,重庆·重庆·渝北区,"106.838806,29.864783",让你醉倒在“温柔乡”里,False,重庆巿渝北区统景镇景泉路66号
重庆,南山植物园,4 A,3.5,,122,重庆·重庆·南岸区,"106.6377,29.56099",山城花冠之外，还有无敌夜景在此,False,重庆市南岸区南山公园路101号
重庆,城市大峡谷景区,4 A,0,,104,重庆·重庆·黔江区,"108.822427,29.512668",绿色生态、奇幻莫测的秘境形象和文化符号,False,重庆市黔江区319国道附近
重庆,黑山谷,5 A,3.6,,96,重庆·重庆·万盛区,"107.008268,28.894072",重庆独特的生物基因库，西南神农架,False,重庆市万盛区黑山镇境内
陕西,祥峪森林公园,3A,3.5,,44,陕西·西安·长安区,"108.816713,33.982975",原始的自然之美，风韵的林海仙境,False,陕西省西安市长安区祥峪森林公园
陕西,红碱淖风景区,4 A,3.9,,40,陕西·榆林·神木县,"109.951463,39.093959",陕西省十大自然风景名胜区和十大诚信单位,False,陕西省榆林市神木县红碱淖风景区
陕西,朱雀国家森林公园,4 A,3.5,,40,陕西·西安·户县,"108.579062,33.790641",森林茂密，山水神奇，气候宜人,False,陕西省西安市户县南部东涝河上游秦岭梁北侧
陕西,汉阳陵国家考古遗址公园,4 A,0,,34,陕西·咸阳·秦都区,"108.954724,34.448301",“事死如事生”丧葬观念空前盛行的真实体现,False,陕西省西安市咸阳国际机场专用公路东段
陕西,秦始皇帝陵博物院（兵马俑）,5 A,4.4,,12714,陕西·西安·临潼区,"109.266029,34.386024",世界第八大奇迹,False,陕西省西安市临潼县秦始皇陵东1.5公里处
陕西,华山景区,5 A,5,,5808,陕西·渭南·华阴市,"110.088712,34.532247",只有天在上，更无山与齐,False,陕西省渭南市华阴市境内
陕西,华清宫,5 A,4.5,,5702,陕西·西安·临潼区,"109.218903,34.369881",览盛唐宫阙，登骊山怀古，赏长恨歌舞,False,陕西省西安市临潼区华清路038号
陕西,陕西历史博物馆,4 A,4.6,,3925,陕西·西安·雁塔区,"108.961746,34.230944",在这里，见证中华文明,False,陕西省西安市雁塔区小寨东路91号
陕西,大唐芙蓉园,5 A,4.3,,2208,陕西·西安·曲江旅游度假区,"108.980798,34.218929",进入中国盛唐文化之旅,False,陕西省西安市雁塔曲江新区芙蓉西路99号
陕西,黄帝陵,5 A,5,,1660,陕西·延安·黄陵县,"109.280487,35.587062",中华始祖黄帝轩辕氏的陵墓,False,陕西省延安市黄陵县城北的桥山颠
陕西,西安城墙,5 A,4.1,,1564,陕西·西安·碑林区,"108.953364,34.256023",触摸历史遗迹，感受历史沧桑,False,陕西省西安市碑林区永宁门
陕西,西安碑林博物馆,5 A,4,,1380,陕西·西安·碑林区,"108.959087,34.258767",每一块碑石都经历了一段历史,False,陕西省西安市碑林区三学街15号（近书院门）
陕西,秦岭野生动物园,4 A,3.5,,1360,陕西·西安·长安区,"108.874543,34.053388",走进大自然，亲近小动物,False,陕西省西安市长安区滦镇
陕西,大慈恩寺（大雁塔）,5 A,3.6,,974,陕西·西安·曲江旅游度假区,"108.970566,34.222777",唐僧（玄奘）藏经处，古都西安的象征,False,陕西省西安市雁塔区大雁塔南广场北侧
陕西,西安植物园（曲江园区）,3A,3.5,,716,陕西·西安·雁塔区,"109.036301,34.215163",池水潺潺，林木苍翠,False,陕西省西安市雁塔区曲江新区雁翔路曲江生态花园东1.4公里
陕西,法门寺,5 A,5,,488,陕西·宝鸡·扶风县,"107.909964,34.430433",释迦牟尼佛指舍利供奉圣地,False,陕西省宝鸡市扶风县城北10公里法门镇
陕西,大明宫国家遗址公园,4 A,3.6,,456,陕西·西安·新城区,"108.968257,34.309657",唐代长安城禁苑,False,陕西省西安市新城区自强东路585号大明宫国家遗址公园丹凤门
陕西,临潼博物馆,3A,3.5,,356,陕西·西安·临潼区,"109.223096,34.370575",珍藏有西周青铜器、唯一记载武王伐纣的遗物,False,陕西省西安市临潼区环城东路1号
陕西,翠华山,4 A,3.5,,336,陕西·西安·长安区,"109.013004,33.999399",太乙真人修炼地，李世民避暑消夏,False,陕西省西安市长安太乙宫镇翠华山景区
陕西,兴汉胜境,4 A,0,,282,陕西·汉中·汉台区,"107.036897,33.114828",中国汉文化超级旅游度假区,False,陕西省汉中市汉台区兴汉新区鑫源办事处诸汉路中段兴汉胜境景区门口
陕西,乐华恒业欢乐世界,4 A,0,,266,陕西·咸阳·泾阳县,"108.925245,34.478523",过山车主题公园,False,陕西省西咸新区泾河新城沣泾大道
陕西,瀛湖,4 A,4.1,,262,陕西·安康·汉滨区,"108.897391,32.609361",碧水蓝天，秦巴仙境，气候温和，岛屿众多,False,陕西省安康市汉滨区瀛湖镇
陕西,曲江海洋极地公园,4 A,3.5,,258,陕西·西安·曲江旅游度假区,"108.98711,34.221745",极地公园四馆八区带你畅游海洋世界,False,陕西省西安市雁塔区曲江二路1号
陕西,少华山国家森林公园,4 A,3.5,,238,陕西·渭南·华县,"109.841401,34.500275",四季风光变幻无穷，人称“陕西的九寨沟”,False,陕西省渭南华县莲花寺镇袁寨村
陕西,乾陵,4 A,5,,228,陕西·咸阳·乾县,"108.226308,34.577233",一代女皇圣地，千古盛唐乾陵,False,陕西省咸阳市乾县城北6公里梁山上
陕西,西安半坡博物馆,4 A,3.5,,204,陕西·西安·灞桥区,"109.057557,34.279342",感受新石器时代的仰韶文化,False,陕西省西安市东郊半坡路155号
陕西,陕西自然博物馆,3A,0,,100,陕西·西安·雁塔区,"108.952239,34.203498",探索自然的奥秘,False,陕西省西安市雁塔区长安南路88号
陕西,汉中武侯祠,4 A,5,,100,陕西·汉中·勉县,"106.641351,33.156517",可观古旱莲，品文人墨宝,False,陕西省汉中市勉县县城108国道边
陕西,石门栈道风景区,4 A,0,,92,陕西·汉中·汉台区,"106.970617,33.216647",风景秀丽，古迹荟萃，人文历史底蕴深厚,False,陕西省汉中汉台区石门栈道
陕西,塔云山,4 A,0,,78,陕西·商洛·镇安县,"109.047125,33.309354",远眺，塔云山、舍尸崖、金顶均收眼底,False,陕西省商洛市镇安县前街100号
陕西,金丝峡景区,5 A,4,,72,陕西·商洛·商南县,"110.572425,33.360309",风光秀丽，风格独特，风景如画,False,陕西省商洛市商南县金丝峡镇
陕西,茂陵博物馆,4 A,3.6,,68,陕西·咸阳·兴平市,"108.592802,34.34298",感受汉武大帝的雄韬武略,False,陕西省咸阳市兴平市茂陵博物馆汉武帝陵东500米
陕西,太平国家森林公园,4 A,3.5,,62,陕西·西安·户县,"108.667198,33.927961",群山披绿，古木参天，万木峥嵘,False,陕西省西安市户县紫阁峪村沣京路26号
陕西,西安世博园,4 A,0,,60,陕西·西安·灞桥区,"109.06799,34.327748",天人长安，创意自然，城市与自然和谐共生,False,陕西省西安市东二环浐灞生态区广运谭(近北二环)
陕西,汉中武侯墓风景区,4 A,0,,58,陕西·汉中·勉县,"106.660676,33.130082",左右前后九支环抱，又如佛手,False,陕西省汉中勉县武侯南路
青海,茶卡盐湖,4 A,4.2,,478,青海·海西蒙古族藏族自治州·乌兰县,"99.155005,36.666619","天然结晶盐，晶大质纯,盐味醇香",False,青海省海西州鸟兰县茶卡镇盐湖路
青海,青海湖,5 A,0,,404,青海·海南藏族自治州·共和县,"100.50728,36.591727",内陆湖泊和咸水湖,False,青海省海南藏族自治州共和县
青海,塔尔寺,5 A,5,,258,青海·西宁·湟中县,"101.576298,36.494459","佛光里的塔尔寺,梦中的青海湖",False,青海省西宁市湟中县鲁沙尔镇
青海,青海湖二郎剑,5 A,5,,154,青海·海南藏族自治州·青海湖,"100.50854,36.589246",青海湖旅游区一颗耀眼的明珠,False,青海省海南州青海湖东南岸
青海,日月山,3A,4.6,,52,青海·西宁·湟源县,"101.10225,36.447813",有“西海屏风”、“草原门户”之称,False,青海省西宁市湟源县西南40公里处
青海,金银滩（原子城）旅游景区,4 A,3.5,,42,青海·海北藏族自治州·海晏县,"100.825747,37.003074",丝绸之路南线，感受绚丽的大漠风光,False,青海省海北藏族自治州海晏县金银滩草原
青海,西宁新华联童梦乐园,4 A,0,,40,青海·西宁·湟中县,"0.0,0.0",游童梦圆你童话梦,False,西宁市湟中县多巴镇韦家庄村600-17号新华联国际旅游城
青海,青海藏文化馆,4 A,0,,20,青海·西宁·湟中县,"101.594845,36.498076",充满神秘色彩和感性震撼力的藏族文化场景,False,青海省西宁市湟中县鲁沙尔镇莲花湖畔
青海,藏医药文化博物馆,4 A,0,,16,青海·西宁·西宁市区,"101.75431,36.695622",直观感受藏文化的博大精深，华丽旖旎,False,青海省西宁市生物园区经二路36号
青海,青藏高原野生动物园,4 A,0,,6,青海·西宁·城西区,"101.739899,36.633361",车行和步行参观，与高原动物零距离接触,False,青海省西宁市城西区行知路9号
青海,西宁浦宁之珠,3A,3.5,,4,青海·西宁·城西区,"101.756182,36.626394",西宁市尽收眼底，一览“西宁小”,False,青海省西宁城西区浦宁之珠
青海,赞普林卡,3A,3.5,,4,青海·西宁·湟源县,"101.275252,36.686738",反映了青藏高原的起源,False,青海省西宁市湟源县青藏路
青海,丹噶尔古城,4 A,3.5,,68,青海·西宁·湟源县,"101.286318,36.693134",感受到深远的历史文化,False,青海省西宁市湟源县城关镇明清老街
青海,东关清真大寺,3A,4,,41,青海·西宁·城东区,"101.804177,36.621776",伊斯兰教礼拜的好去处,False,青海省西宁市城东区东关大街31号
青海,互助土族故土园,5 A,3.5,,48,青海·海东地区·互助县,"101.954596,36.84493",雄奇独特的生态环境、古老神秘的文化遗迹,False,青海省海东地区互助县威远镇北街1号
青海,青海省博物馆,4 A,3.5,,62,青海·西宁·城西区,"101.762275,36.637121",青海的一座具有现代化功能的大型博物馆,False,青海省西宁市城西区西关大街58号
青海,彩虹部落土族园,4 A,0,,87,青海·海东地区·互助县,"101.945306,36.839963",大型土族民俗文化主题公园,False,青海省海东地区互助县威远镇振兴大道西路口
青海,马步芳公馆,4 A,3.7,,38,青海·西宁·城东区,"101.80563,36.618075",记忆的年轮，凝固在马步芳公馆中,False,青海省西宁市城东区为民巷13号
青海,青海湖沙岛,5 A,3.5,,76,青海·海南藏族自治州·青海湖,"100.713549,36.920177",是国家重点风景名胜区青海湖组成部分之一,False,青海青海湖海北
青海,阿咪东索景区,5 A,0,,73,青海·海北藏族自治州,"100.327255,38.105218",阿咪东索景区，俗称牛心山，位于巍峨的祁连山下，是一处集餐饮、住宿、娱乐、民俗演绎、骑马、射箭、民族服饰体验为一体的景点。,False,青海海北藏族自治州阿咪东索景区
青海,青海湖鸟岛,5 A,3.7,,99,青海·海南藏族自治州·青海湖,"99.864259,36.990077",因岛上栖息着数以十万计的候鸟而得名,False,青海省海南州共和县青海湖鸟岛风景区
青海,可鲁克湖,3A,3.6,,41,青海·海西蒙古族藏族自治州·德令哈市,"96.90894,37.323944",镶嵌在浩瀚的戈壁，茫茫的草原之间,False,青海省海西蒙古族藏族自治州德令哈市可鲁克湖
青海,纳顿庄园,4 A,0,,74,青海·海东地区·互助县,"101.946278,36.842822",彩虹的故乡，领略土族的无限魅力,False,青海省互助土族自治县威远镇小庄村
黑龙江,哈尔滨极地馆（一期）,4 A,4,,436,黑龙江·哈尔滨·松北区,"126.593929,45.791562",全球罕见的极地演艺游乐园,False,黑龙江省哈尔滨市松北区太阳大道3号
黑龙江,波塞冬海底世界,4 A,0,,332,黑龙江·哈尔滨·波塞冬旅游度假区,"126.691374,45.88911",探索海底世界无穷奥秘,False,黑龙江省哈尔滨市松北区汇江路1号
黑龙江,东北虎林园,4 A,3.5,,274,黑龙江·哈尔滨·松北区,"126.605376,45.82487",可近距离接触东北虎,False,黑龙江省哈尔滨松北区松北街88号
黑龙江,波塞冬沙滩水世界,4 A,0,,170,黑龙江·哈尔滨·波塞冬旅游度假区,"126.693085,45.885349",全球首创海豚漂流河 与海豚一起冲浪漂流,False,黑龙江省哈尔滨市松北区汇江路1号
黑龙江,哈尔滨龙塔,4 A,4.2,,148,黑龙江·哈尔滨·南岗区,"126.687353,45.754132",登临181米高空俯瞰哈尔滨全景,False,黑龙江省哈尔滨市南岗区长江路178号
黑龙江,哈尔滨北方森林动物园,4 A,0,,68,黑龙江·哈尔滨·阿城区,"127.119252,45.398845",让游客近距离接触这个神奇的动物王国,False,黑龙江省哈尔滨市阿城区哈牡公路鸽子洞地区
黑龙江,大顶子山温泉旅游区,4 A,0,,58,黑龙江·哈尔滨·巴彦县,"127.248843,46.019376",东北三省室内温泉水上乐园,False,黑龙江省哈尔滨市巴彦县
黑龙江,扎龙自然保护区,4 A,5,,58,黑龙江·齐齐哈尔·铁锋区,"124.247734,47.202765",苇草叢生，湖泡星罗棋布，水鸟类栖息天堂,False,黑龙江省齐齐哈尔市铁锋区扎龙乡
黑龙江,波塞冬旅游度假区,4 A,0,,46,黑龙江·哈尔滨·松北区,"126.691374,45.88911",以古希腊神话为主题的旅游度假区,False,黑龙江省哈尔滨市松北区汇江路1号
黑龙江,海林横道东北虎林园,4 A,3.5,,44,黑龙江·牡丹江·海林市,"129.117618,44.800463",10元的交通，和东北虎们来此亲密接触,False,黑龙江省牡丹江海林市横道河子镇
黑龙江,林甸北国温泉,4 A,0,,16,黑龙江·大庆·林甸县,"124.871099,47.181632",寒地温泉文化为主题，水上娱乐、休闲健身,False,黑龙江省大庆市林甸县林甸镇庆丰街南三段西侧
黑龙江,长寿国家森林公园,3A,3.5,,12,黑龙江·哈尔滨·宾县,"127.229369,45.635531",森林茂密，群峰起伏，景色优美，引人入胜,False,哈尔滨市宾县宾西经济开发区长寿山
黑龙江,镜泊湖风景区,5 A,4.5,,10,黑龙江·牡丹江·宁安市,"128.973946,44.049877",湖光山色，原始森林，熔岩隧道的绝妙景观,False,黑龙江省牡丹江市宁安市火山口旅游公路
黑龙江,金龙山（横头山）国家森林公园,3A,3.5,,6,黑龙江·哈尔滨·阿城区,"127.525294,45.52318",红叶谷、彩蝶谷、野鹿谷、石柱峰、林海雪乡,False,黑龙江省哈尔滨市阿城区金龙山镇
黑龙江,威虎山城,3A,3.5,,4,黑龙江·牡丹江·海林市,"129.110942,44.862323",再现了英雄剿匪的光辉业绩,False,黑龙江省牡丹江海林市威虎山风景区301国道210公里处
黑龙江,太阳岛,5 A,4.6,,2,黑龙江·哈尔滨·松北区,"126.604175,45.797805",位于城市中心的江漫滩湿地草原型风景名胜区,False,黑龙江省哈尔滨市松北区太阳岛风景区
黑龙江,哈尔滨文化公园（哈尔滨游乐园）,4 A,3.8,,2,黑龙江·哈尔滨·南岗区,"126.675443,45.785867",哈尔滨文化公园座落在南岗区东大直街 1 号，始建于 1958 年，曾用名“哈尔滨市游乐园”，占地面积 22.8 公顷，是,False,黑龙江省哈尔滨市南岗区东大直街1号（近哈尔滨工程大学）
黑龙江,伏尔加庄园,4 A,0,,64,黑龙江·哈尔滨·香坊区,"126.906666,45.676867",感受俄式建筑独特风情,False,黑龙江省哈尔滨市香坊区哈成路16公里处
黑龙江,北极村,4 A,5,,88,黑龙江·大兴安岭·漠河县,"122.344341,53.491943",奇幻北极光，就可以在这里看到,False,黑龙江省大兴安岭地区漠河县西林吉镇十三区北极村
黑龙江,悬羊峰国家地质公园,4 A,0,,67,黑龙江·伊春·铁力市,"128.502737,46.820018",石奇，松秀，大气磅礴的“北国小黄山”,False,黑龙江省伊春铁力市小兴安岭西坡南麓桃山林业局施业区内
